id_penjualan,id_invoice,tanggal,id_barang,nama_barang,harga,unit,jumlah_barang,total_harga_perbarang,mata_uang,kode_brand,brand,id_customer,nama_customer,cabang_sales,id_distributor,group_category
"IN6027 BRG0003",IN6027,11/04/2022,BRG0003,AMPICILLIN,"10690,6",DUS,10,106900,IDR,210,MARCKS,CUST55612,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6157 BRG0004",IN6157,12/04/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,67,582900,IDR,201,VNS,CUST55613,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6180 BRG0005",IN6180,13/04/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,98,553504,IDR,203,SLCYL,CUST55614,"KLINIK GM",Jakarta,TA,Klinik
"IN6257 BRG0006",IN6257,14/04/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,5,14095,IDR,205,"OGB & PH",CUST55615,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6031 BRG0001",IN6031,15/04/2022,BRG0001,"ACYCLOVIR DUS","4592,1",DUS,4,18368,IDR,206,"OGB & PH",CUST55616,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6082 BRG0002",IN6082,16/04/2022,BRG0002,"ALERGINE TABLET SALUT","3991,9",DUS,8,31928,IDR,203,ETIKAL,CUST55617,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6174 BRG0003",IN6174,17/04/2022,BRG0003,AMPICILLIN,"5780,7",DUS,9,52020,IDR,210,MARCKS,CUST55618,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6237 BRG0004",IN6237,18/04/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","6940,3",DUS,10,69400,IDR,201,VNS,CUST55619,"KLINIK DR. ANDRI",Lampung,TD,Klinik
"IN6021 BRG0001",IN6021,19/04/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,7,8183,IDR,206,"OGB & PH",CUST55620,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6056 BRG0002",IN6056,20/04/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,100,233700,IDR,203,ETIKAL,CUST55621,"APOTEK MAJA",Kuningan,TA,Apotek
"IN5983 BRG0003",IN5983,21/04/2022,BRG0003,AMPICILLIN,"10690,6",DUS,67,716230,IDR,210,MARCKS,CUST55622,"KLINIK GM",Jakarta,TA,Klinik
"IN6139 BRG0004",IN6139,22/04/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,78,678600,IDR,201,VNS,CUST55623,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6126 BRG0005",IN6126,23/04/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,45,254160,IDR,203,SLCYL,CUST55624,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6127 BRG0006",IN6127,24/04/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,34,95846,IDR,205,"OGB & PH",CUST55625,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6035 BRG0007",IN6035,25/04/2022,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,20,91840,IDR,206,ETIKAL,CUST55626,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6309 BRG0008",IN6309,26/04/2022,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,45,179595,IDR,204,MARCKS,CUST55627,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6073 BRG0009",IN6073,27/04/2022,BRG0009,"AMBROXOL HC","5780,7",DUS,34,196520,IDR,207,VNS,CUST55628,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6277 BRG0010",IN6277,28/04/2022,BRG0010,PARACETAMOL,"6940,3",DUS,34,235960,IDR,208,SLCYL,CUST55629,"KLINIK GM",Jakarta,TA,Klinik
"IN6197 BRG0001",IN6197,29/04/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,34,39746,IDR,206,"OGB & PH",CUST55630,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6225 BRG0002",IN6225,30/04/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,44,102828,IDR,203,ETIKAL,CUST55631,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN5999 BRG0003",IN5999,01/05/2022,BRG0003,AMPICILLIN,"10690,6",DUS,5,53450,IDR,210,MARCKS,CUST55632,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6223 BRG0004",IN6223,02/05/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,6,52200,IDR,201,VNS,CUST55633,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6273 BRG0005",IN6273,03/05/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,79,446192,IDR,203,SLCYL,CUST55634,"KLINIK DR. ANDRI",Lampung,TD,Klinik
"IN6047 BRG0006",IN6047,26/04/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,12,33828,IDR,205,"OGB & PH",CUST55635,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6071 BRG0007",IN6071,27/04/2022,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,95,436240,IDR,206,ETIKAL,CUST55636,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6009 BRG0008",IN6009,28/04/2022,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,76,303316,IDR,204,MARCKS,CUST55637,"KLINIK GM",Jakarta,TA,Klinik
"IN6075 BRG0009",IN6075,16/04/2022,BRG0009,"AMBROXOL HC","5780,7",DUS,48,277440,IDR,207,VNS,CUST55638,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6218 BRG0010",IN6218,17/04/2022,BRG0010,PARACETAMOL,"6940,3",DUS,21,145740,IDR,208,SLCYL,CUST55639,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN5985 BRG0001",IN5985,18/04/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,22,25718,IDR,206,"OGB & PH",CUST55640,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6154 BRG0002",IN6154,19/04/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,12,28044,IDR,203,ETIKAL,CUST55641,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6145 BRG0003",IN6145,20/04/2022,BRG0003,AMPICILLIN,"10690,6",DUS,25,267250,IDR,210,MARCKS,CUST55642,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6315 BRG0004",IN6315,21/04/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,14,121800,IDR,201,VNS,CUST55643,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6168 BRG0005",IN6168,13/05/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,24,135552,IDR,203,SLCYL,CUST55644,"KLINIK GM",Jakarta,TA,Klinik
"IN6192 BRG0006",IN6192,14/05/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,10,28190,IDR,205,"OGB & PH",CUST55645,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6285 BRG0001",IN6285,15/05/2022,BRG0001,"ACYCLOVIR DUS","4592,1",DUS,130,596960,IDR,206,"OGB & PH",CUST55646,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6077 BRG0002",IN6077,16/05/2022,BRG0002,"ALERGINE TABLET SALUT","3991,9",DUS,12,47892,IDR,203,ETIKAL,CUST55647,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6057 BRG0003",IN6057,17/05/2022,BRG0003,AMPICILLIN,"5780,7",DUS,10,57800,IDR,210,MARCKS,CUST55648,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6252 BRG0004",IN6252,18/05/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","6940,3",DUS,67,464980,IDR,201,VNS,CUST55649,"KLINIK DR. ANDRI",Lampung,TD,Klinik
"IN6272 BRG0001",IN6272,19/05/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,98,114562,IDR,206,"OGB & PH",CUST55650,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6150 BRG0002",IN6150,20/05/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,5,11685,IDR,203,ETIKAL,CUST55651,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6298 BRG0003",IN6298,21/05/2022,BRG0003,AMPICILLIN,"10690,6",DUS,4,42760,IDR,210,MARCKS,CUST55652,"KLINIK GM",Jakarta,TA,Klinik
"IN6295 BRG0004",IN6295,22/05/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,8,69600,IDR,201,VNS,CUST55653,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6022 BRG0005",IN6022,23/05/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,9,50832,IDR,203,SLCYL,CUST55654,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6090 BRG0006",IN6090,24/05/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,21,59199,IDR,205,"OGB & PH",CUST55655,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN5996 BRG0007",IN5996,25/05/2022,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,22,101024,IDR,206,ETIKAL,CUST55656,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6111 BRG0008",IN6111,26/05/2022,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,12,47892,IDR,204,MARCKS,CUST55657,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6194 BRG0009",IN6194,18/04/2022,BRG0009,"AMBROXOL HC","5780,7",DUS,25,144500,IDR,207,VNS,CUST55658,"APOTEK MAJA",Kuningan,TA,Apotek
"IN5987 BRG0010",IN5987,19/04/2022,BRG0010,PARACETAMOL,"6940,3",DUS,14,97160,IDR,208,SLCYL,CUST55659,"KLINIK GM",Jakarta,TA,Klinik
"IN6313 BRG0001",IN6313,20/04/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,24,28056,IDR,206,"OGB & PH",CUST55660,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6138 BRG0002",IN6138,18/04/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,10,23370,IDR,203,ETIKAL,CUST55661,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6316 BRG0003",IN6316,19/04/2022,BRG0003,AMPICILLIN,"10690,6",DUS,120,1282800,IDR,210,MARCKS,CUST55662,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6019 BRG0004",IN6019,20/04/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,12,104400,IDR,201,VNS,CUST55663,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6283 BRG0005",IN6283,19/05/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,10,56480,IDR,203,SLCYL,CUST55664,"KLINIK DR. ANDRI",Lampung,TD,Klinik
"IN6169 BRG0006",IN6169,20/05/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,67,188873,IDR,205,"OGB & PH",CUST55665,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6121 BRG0007",IN6121,21/05/2022,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,98,450016,IDR,206,ETIKAL,CUST55666,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6117 BRG0008",IN6117,22/05/2022,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,5,19955,IDR,204,MARCKS,CUST55667,"KLINIK GM",Jakarta,TA,Klinik
"IN6201 BRG0009",IN6201,23/05/2022,BRG0009,"AMBROXOL HC","5780,7",DUS,4,23120,IDR,207,VNS,CUST55668,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6179 BRG0010",IN6179,24/05/2022,BRG0010,PARACETAMOL,"6940,3",DUS,8,55520,IDR,208,SLCYL,CUST55669,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN5978 BRG0001",IN5978,25/05/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,9,10521,IDR,206,"OGB & PH",CUST55670,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN5993 BRG0002",IN5993,26/05/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,1,2337,IDR,203,ETIKAL,CUST55671,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6160 BRG0003",IN6160,27/05/2022,BRG0003,AMPICILLIN,"10690,6",DUS,5,53450,IDR,210,MARCKS,CUST55672,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6282 BRG0004",IN6282,28/05/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,9,78300,IDR,201,VNS,CUST55673,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6093 BRG0005",IN6093,29/05/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,13,73424,IDR,203,SLCYL,CUST55674,"KLINIK GM",Jakarta,TA,Klinik
"IN6166 BRG0006",IN6166,30/05/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,1,2819,IDR,205,"OGB & PH",CUST55675,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6010 BRG0001",IN6010,31/05/2022,BRG0001,"ACYCLOVIR DUS","4592,1",DUS,5,22960,IDR,206,"OGB & PH",CUST55676,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6100 BRG0002",IN6100,01/06/2022,BRG0002,"ALERGINE TABLET SALUT","3991,9",DUS,9,35919,IDR,203,ETIKAL,CUST55677,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6222 BRG0003",IN6222,02/06/2022,BRG0003,AMPICILLIN,"5780,7",DUS,1,5780,IDR,210,MARCKS,CUST55678,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6032 BRG0004",IN6032,03/06/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","6940,3",DUS,23,159620,IDR,201,VNS,CUST55679,"KLINIK DR. ANDRI",Lampung,TD,Klinik
"IN6198 BRG0001",IN6198,04/06/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,4,4676,IDR,206,"OGB & PH",CUST55680,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6212 BRG0002",IN6212,05/06/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,2,4674,IDR,203,ETIKAL,CUST55681,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6288 BRG0003",IN6288,06/06/2022,BRG0003,AMPICILLIN,"10690,6",DUS,17,181730,IDR,210,MARCKS,CUST55682,"KLINIK GM",Jakarta,TA,Klinik
"IN6059 BRG0004",IN6059,07/06/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,11,95700,IDR,201,VNS,CUST55683,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6236 BRG0005",IN6236,08/06/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,12,67776,IDR,203,SLCYL,CUST55684,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6296 BRG0006",IN6296,09/06/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,12,33828,IDR,205,"OGB & PH",CUST55685,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6324 BRG0007",IN6324,10/06/2022,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,25,114800,IDR,206,ETIKAL,CUST55686,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6091 BRG0008",IN6091,11/06/2022,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,14,55874,IDR,204,MARCKS,CUST55687,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6033 BRG0009",IN6033,12/06/2022,BRG0009,"AMBROXOL HC","5780,7",DUS,34,196520,IDR,207,VNS,CUST55688,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6159 BRG0010",IN6159,13/06/2022,BRG0010,PARACETAMOL,"6940,3",DUS,67,464980,IDR,208,SLCYL,CUST55689,"KLINIK GM",Jakarta,TA,Klinik
"IN6264 BRG0001",IN6264,14/06/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,15,17535,IDR,206,"OGB & PH",CUST55690,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6046 BRG0002",IN6046,15/06/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,12,28044,IDR,203,ETIKAL,CUST55691,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6268 BRG0003",IN6268,16/06/2022,BRG0003,AMPICILLIN,"10690,6",DUS,25,267250,IDR,210,MARCKS,CUST55692,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6310 BRG0004",IN6310,30/04/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,14,121800,IDR,201,VNS,CUST55693,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6044 BRG0005",IN6044,01/05/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,18,101664,IDR,203,SLCYL,CUST55694,"KLINIK DR. ANDRI",Lampung,TD,Klinik
"IN6178 BRG0006",IN6178,02/05/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,18,50742,IDR,205,"OGB & PH",CUST55695,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6270 BRG0007",IN6270,03/05/2022,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,19,87248,IDR,206,ETIKAL,CUST55696,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6123 BRG0008",IN6123,16/06/2022,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,12,47892,IDR,204,MARCKS,CUST55697,"KLINIK GM",Jakarta,TA,Klinik
"IN6265 BRG0009",IN6265,30/04/2022,BRG0009,"AMBROXOL HC","5780,7",DUS,25,144500,IDR,207,VNS,CUST55698,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6158 BRG0010",IN6158,01/05/2022,BRG0010,PARACETAMOL,"6940,3",DUS,14,97160,IDR,208,SLCYL,CUST55699,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6105 BRG0001",IN6105,02/05/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,21,24549,IDR,206,"OGB & PH",CUST55700,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6213 BRG0002",IN6213,03/05/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,22,51414,IDR,203,ETIKAL,CUST55701,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6109 BRG0003",IN6109,16/06/2022,BRG0003,AMPICILLIN,"10690,6",DUS,12,128280,IDR,210,MARCKS,CUST55702,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6249 BRG0004",IN6249,30/04/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,25,217500,IDR,201,VNS,CUST55703,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6067 BRG0005",IN6067,01/05/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,14,79072,IDR,203,SLCYL,CUST55704,"KLINIK GM",Jakarta,TA,Klinik
"IN6143 BRG0006",IN6143,02/05/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,24,67656,IDR,205,"OGB & PH",CUST55705,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN5990 BRG0001",IN5990,03/05/2022,BRG0001,"ACYCLOVIR DUS","4592,1",DUS,10,45920,IDR,206,"OGB & PH",CUST55706,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN5992 BRG0002",IN5992,16/06/2022,BRG0002,"ALERGINE TABLET SALUT","3991,9",DUS,23,91793,IDR,203,ETIKAL,CUST55707,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6132 BRG0003",IN6132,30/04/2022,BRG0003,AMPICILLIN,"5780,7",DUS,12,69360,IDR,210,MARCKS,CUST55708,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6030 BRG0004",IN6030,01/05/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","6940,3",DUS,10,69400,IDR,201,VNS,CUST55709,"KLINIK DR. ANDRI",Lampung,TD,Klinik
"IN6094 BRG0001",IN6094,02/05/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,67,78323,IDR,206,"OGB & PH",CUST55710,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6294 BRG0002",IN6294,03/05/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,98,229026,IDR,203,ETIKAL,CUST55711,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6012 BRG0003",IN6012,16/06/2022,BRG0003,AMPICILLIN,"10690,6",DUS,5,53450,IDR,210,MARCKS,CUST55712,"KLINIK GM",Jakarta,TA,Klinik
"IN6106 BRG0004",IN6106,30/04/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,4,34800,IDR,201,VNS,CUST55713,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN5984 BRG0005",IN5984,01/05/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,8,45184,IDR,203,SLCYL,CUST55714,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6007 BRG0006",IN6007,02/05/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,9,25371,IDR,205,"OGB & PH",CUST55715,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6115 BRG0007",IN6115,03/05/2022,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,10,45920,IDR,206,ETIKAL,CUST55716,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6000 BRG0008",IN6000,16/06/2022,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,7,27937,IDR,204,MARCKS,CUST55717,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6097 BRG0009",IN6097,30/04/2022,BRG0009,"AMBROXOL HC","5780,7",DUS,100,578000,IDR,207,VNS,CUST55718,"APOTEK MAJA",Kuningan,TA,Apotek
"IN5989 BRG0010",IN5989,01/05/2022,BRG0010,PARACETAMOL,"6940,3",DUS,67,464980,IDR,208,SLCYL,CUST55719,"KLINIK GM",Jakarta,TA,Klinik
"IN6151 BRG0001",IN6151,02/05/2022,BRG0001,"ACYCLOVIR DUS","1169,91",DUS,78,91182,IDR,206,"OGB & PH",CUST55720,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6037 BRG0002",IN6037,03/05/2022,BRG0002,"ALERGINE TABLET SALUT","2337,5",DUS,45,105165,IDR,203,ETIKAL,CUST55721,"KLINIK SAHABAT",Tangerang,TD,Klinik
"IN6165 BRG0003",IN6165,16/06/2022,BRG0003,AMPICILLIN,"10690,6",DUS,34,363460,IDR,210,MARCKS,CUST55722,"APOTEK SINAR JAYA",Bekasi,TA,Apotek
"IN6101 BRG0004",IN6101,30/04/2022,BRG0004,"TRAMADOL KAPSUL 50 MG","8700,7",DUS,20,174000,IDR,201,VNS,CUST55723,"APOTEK SAHABAT",Padang,EPM,Apotek
"IN6142 BRG0005",IN6142,01/05/2022,BRG0005,"KLORPROMAZINA TABLET SALUT SELAPUT 100 MG","5648,3",DUS,45,254160,IDR,203,SLCYL,CUST55724,"KLINIK DR. ANDRI",Lampung,TD,Klinik
"IN6312 BRG0006",IN6312,02/05/2022,BRG0006,"KETOCONAZOLE TABLET 200 MG","2819,2",DUS,34,95846,IDR,205,"OGB & PH",CUST55725,"APOTEK TAPAK",Aceh,EPM,Apotek
"IN6112 BRG0007",IN6112,03/05/2022,BRG0007,"ERGOTAMINE COFFEINE","4592,1",DUS,34,156128,IDR,206,ETIKAL,CUST55726,"APOTEK MAJA",Kuningan,TA,Apotek
"IN6204 BRG0008",IN6204,16/06/2022,BRG0008,"TETRACYCLINE KAPSUL 250 MG","3991,9",DUS,34,135694,IDR,204,MARCKS,CUST55727,"KLINIK GM",Jakarta,TA,Klinik
"IN6304 BRG0009",IN6304,30/04/2022,BRG0009,"AMBROXOL HC","5780,7",DUS,44,254320,IDR,207,VNS,CUST55728,"APOTEK MERDEKA",Bandung,TA,Apotek
"IN6004 BRG0010",IN6004,01/05/2022,BRG0010,PARACETAMOL,"6940,3",DUS,5,34700,IDR,208,SLCYL,CUST55729,"KLINIK SAHABAT",Tangerang,TD,Klinik
